projektname;kurzzusammenfassung;art;einsatzbereich;status;organisation;webseite_link;quelle;lizenz;lizenz_organisation
RBC-Mbaza Chatbot;Was soll ich tun, wenn ich Fieber habe? Woran erkenne ich, ob ich das Coronavirus habe? Der „RBC-Mbaza Chatbot“ hat die Antworten. Er berät bei Fragen zum Coronavirus, informiert über Symptome und Prävention – und wird dabei immer besser. Denn der Chatbot basiert auf künstlicher Intelligenz. Wenn Ruander ihn nutzen, erhalten sie nicht nur verlässliche Antworten, sondern das System lernt auch dazu, indem es sich hilfreiche Antworten und häufig gestellte Fragen merkt und diese entsprechend verknüpft. Der Chatbot baut auf bestehenden Informationssystemen in Ruanda auf, darunter Datenbanken des Biomedical Center und der Rwanda Information Society Authority.;['Datenanwendung für Öffentlichkeit', 'Datenmanagement', 'Datenreporting', 'Open-Source-Software', 'Webanwendungen'];['Gesundheit', 'Internationale Projekte', 'Klima & Umwelt'];Abgeschlossen;Digital Umuganda, GIZ Digital Transformation Center;https://international-partnerships.ec.europa.eu/policies/programming/projects/mbaza-chatbot-giving-access-covid-19-information-throughout-rwanda_en;https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx;CC-BY 4.0;https://publicinterest.ai/
ROCKET;Rocket ist eine EdTech-App, die Unterrichtstexte vereinfacht, übersetzt und anpasst. So können Schüler:innen unabhängig von ihren Sprachkenntnissen am Unterricht teilnehmen und langfristig Deutsch als Bildungssprache erwerben – für mehr Bildungsgerechtigkeit.;['Datenanalyse', 'Fortbildung'];['Anti Dismkriminierung', 'Bildung', 'Inklusion & Teilhabe', 'Internationale Projekte'];Unbekannt;Civic Coding;https://www.civic-coding.de/community/projekt/rocket/1459;https://www.civic-coding.de/community/projekt/rocket/1459;CC-BY-NC-ND 4.0;https://www.civic-coding.de
ROGL - Regionale Open Government Labore;In 2020 plant das Bundesministerium des Innern, für Bau und Heimat eine Initiative für Regionale Open Government Labore (ROGL). In bis zu 16 Laboren sollen neue Kooperationen von Verwaltung, Politik,  ...;['Öffentliche Daten'];['Demokratie & Soziale Rechte', 'Inklusion & Teilhabe', 'Organisation & Professionalisierung'];Abgeschlossen;OK Lab Karlsruhe, Code for Germany;https://ok-lab-karlsruhe.de/projekte/rogl;https://ok-lab-karlsruhe.de/projekte/rogl;CC-BY 4.0;https://codefor.de
Radiant MLHub;Radiant MLHub ist eine cloudbasierte, offene Bibliothek für georäumliche Trainingsdatensätze und Modelle. Sie ermöglicht den Zugang, die Speicherung und das Teilen von Daten für Erdbeobachtungen, um die Zusammenarbeit und die Entwicklung vertrauenswürdiger Anwendungen zu fördern.;['Datenreporting', 'Digitale Plattformen', 'Künstliche Intelligenz', 'Öffentliche Daten'];['Arbeit & Soziales', 'Gesundheit', 'Internationale Projekte', 'Klima & Umwelt'];In Betrieb;Radiant Earth Foundation;https://www.mlhub.earth;https://publicinterest.ai/tool/map/project/radiant-mlhub;CC-BY 4.0;https://publicinterest.ai/
Radlquartier München;Aufbereitung und Auswertung von Bikesharing Daten. Im Moment können MVG Rad Daten ausgewertet werden, das Ziel des Projekts ist es ein einheitliches Datenformat für die Aufbereitung von …;['Datenanalyse', 'Datenmanagement', 'Datenreporting', 'Open-Source-Software', 'Webanwendungen', 'Öffentliche Daten'];['Stadtentwicklung'];In Betrieb;OK Lab München, Code for Germany;http://mvg.manuel.red, https://github.com/codeformunich/radlquartier, https://transit.robbi5.com;https://codefor.de/projekte/radlquartier/;CC-BY 4.0;https://codefor.de
Rainforest Connection;Rainforest Connection setzt akustische Echtzeit-Überwachungssysteme ein, um illegale Abholzung vorherzusagen und zu verhindern. Sie werden in 22 Ländern, unter anderem auch Österreich, eingesetzt. Mithilfe von Deep Learning werden akustische Anomalien, die auf bevorstehende illegale Rodungen hindeuten, detektiert.;['Datenmanagement', 'Datenreporting', 'Künstliche Intelligenz', 'Open-Source-Software', 'Webanwendungen', 'Wirkungsmessung', 'Öffentliche Daten'];['Klima & Umwelt'];Unbekannt;Nonprofit Technology Start Up;https://rfcx.org/;https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx;CC-BY 4.0;https://publicinterest.ai/
Ratskarte Dresden;Finde Dokumente aus dem städtischen Ratsinfosystem welche Straßen in deiner Umgebung erwähnen.;['Datenreporting', 'Webanwendungen'];['Organisation & Professionalisierung', 'Stadtentwicklung'];Unbekannt;Open Data Dresden, Code for Germany;http://ratskarte.offenesdresden.de/, https://github.com/astro/democropticon;https://codefor.de/projekte/dd-ratskarte/;CC-BY 4.0;https://codefor.de
Raumamateur;Der Raumamateur ist eine App, die Dich durch einen Klick, einen Kommentar oder einen visuellen Beitrag (Foto oder Video) am Prozess der Stadtgestaltung teilhaben lässt. Die App stellt die Planungen …;['Webanwendungen'];['Inklusion & Teilhabe', 'Stadtentwicklung'];In Betrieb;OK Lab Düsseldorf, Code for Germany;https://codefor.de/projekte/dus-raumamateur/;https://codefor.de/projekte/dus-raumamateur/;CC-BY 4.0;https://codefor.de
ReCirCe;"Ziel ist es, Recyclingprozesse zu verbessern und so eine nachhaltigere Kreislaufwirtschaft anzustreben, indem das Recycling von Materialien durch digitale Lebenszyklusakten und den Einsatz von KI vereinfacht wird; im Projekt „Digital Lifecycle Record for the Circular Economy“ (ReCircE) werden Stoffkreisläufe transparent gemacht und die Abfallsortierung mithilfe von künstlicher Intelligenz optimiert.";['Digitale Plattformen', 'Öffentliche Daten'];[];Unbekannt;GreenDelta GmbH (mit Deutsches Forschungszentrum für Künstliche Intelligenz GmbH (DFKI), Technische Universität Darmstadt - FG Stoffstrommanagement und Ressourcenwirtschaft (SuR), Fraunhofer-Einrichtung für Wertstoffkreisläufe und Ressourcenstrategie (IWKS));https://www.recirce.de/ https://www.z-u-g.org/foerderung/ki-leuchttuerme-fuer-umwelt-klima-natur-und-ressourcen/projekt/recirce/;https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx;CC-BY 4.0;https://publicinterest.ai/
Real-time parking lot app for Frankfurt am Main;Displaying parking lot information for Frankfurt in a 5 min interval. The city of Frankfurt displays parking lot information on its website But it’s list form is hardly helpful, so we’ve …;['Datenanalyse', 'Datenmanagement', 'Datenreporting', 'Künstliche Intelligenz', 'Webanwendungen', 'Wirkungsmessung', 'Öffentliche Daten'];['Stadtentwicklung'];Abgeschlossen;OK Lab Frankfurt, Code for Germany;https://parkendd.de/map.html#Frankfurt, https://parkendd.de, https://github.com/codeforfrankfurt/ParkAPI;https://codefor.de/projekte/frankfurt-parkendd/;CC-BY 4.0;https://codefor.de
Rechte Gewalt in Deutschland;Berichte von Übergriffen rechter Gewalt werden kartiert, um die Allgegenwärtigkeit von rechten Straftaten aufzuzeigen. Achtung: Das Lesen der Berichte ist nichts für schwache Nerven.;['Datenreporting', 'Webanwendungen', 'Öffentliche Daten'];['Anti Dismkriminierung', 'Demokratie & Soziale Rechte'];Unbekannt;OK Lab Magdeburg, Code for Germany;https://vis.one/rechte-gewalt;https://codefor.de/projekte/magdeburg-rechte-gewalt/;CC-BY 4.0;https://codefor.de
Rechtsberatung und sematische Suchmaschine für Gesetze;Rechts- und Gesetzesfragen sind ohne Experten nicht einfach zu beantworten (Honorarberatung). KI basierte Systemen wie GPT3 könnten Gesetze semantisch durchsuchen. Erst für die Prüfung auf Rechtssicherheit würde ein Jurist konsultiert.;['Automatisierung', 'Künstliche Intelligenz'];[];Unbekannt;Civic Coding;https://www.civic-coding.de/community/projekt/rechtsberatung-und-sematische-suchmaschine-fur-gesetze/442;https://www.civic-coding.de/community/projekt/rechtsberatung-und-sematische-suchmaschine-fur-gesetze/442;CC-BY-NC-ND 4.0;https://www.civic-coding.de
RecyclaBot;Ziel des Projekts ist es, die Recyclingquote von Kunststoffabfällen zu erhöhen. Zu diesem Zweck wird der Sortierprozess mithilfe von künstlicher Intelligenz optimiert.;['Automatisierung', 'Bildverarbeitung', 'Künstliche Intelligenz'];['Klima & Umwelt'];Unbekannt;Hochschule Aalen - Hochschule für Technik und Wirtschaft, Gesellschaft im Ostalbkreis für Abfallbewirtschaftung mbH, GreenDelta GmbH, WeSort.Al GmbH, Holzer GmbH;https://www.z-u-g.org/foerderung/ki-leuchttuerme-fuer-umwelt-klima-natur-und-ressourcen/projekt/recyclebot/;https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx;CC-BY 4.0;https://publicinterest.ai/
Recyclinghof-Finder;Mobiloptimierte Karte aller Recyclinghöfe im Stadt- und Landkreis Heilbronn + Kalender-Dateien (ICS) nach Wohnort mit den Müllabfuhrterminen zum Download in den eigenen Kalender. Alle Recyclinghöfe …;['Datenreporting', 'Karten & Verzeichnisse', 'Webanwendungen'];['Klima & Umwelt'];In Betrieb;Code for Heilbronn, Code for Germany;http://recycling.gonam.de/, https://github.com/opendatalab-de/recycling-map;https://codefor.de/projekte/hn-muellabfuhrtermine/;CC-BY 4.0;https://codefor.de
Recyclingkarte;Die Recyclingkarte zeigt alle Altkleider-, Altpapier- und Altglas-Container in Essen.;['Karten & Verzeichnisse', 'Webanwendungen'];['Klima & Umwelt'];In Betrieb;OK Lab Ruhrgebiet, Code for Germany;https://abfallkarte.openruhr.de, https://github.com/CodeforRuhrgebiet/recycling-map-essen;https://codefor.de/projekte/ruhrgebiet-recyclingkarte/;CC-BY 4.0;https://codefor.de
Refugees Gießen;Das Thema Flüchtlinge interessiert uns alle und das OK Lab Gießen hat sich entschlossen eine sogenannte RefugeeApp zu entwickeln. Mit Hilfe dieser App sollen die ersten Monate für neu angekommene …;['Open-Source-Software', 'Webanwendungen'];['Flucht & Migration', 'Inklusion & Teilhabe', 'Soziale Dienste'];In Betrieb;OK Lab Gießen, Code for Germany;https://github.com/CodeForGiessen/refugeeApp, https://github.com/CodeForGiessen/refugeeService;https://codefor.de/projekte/refugeeapp/;CC-BY 4.0;https://codefor.de
RefugeesWork;RefugeesWork ist das Projekt eines interationalen Teams, das einen schnellen Einstieg ins Berufsleben für Newcomer ermöglichen will. Aus eigener Erfahrung konzentrieren sie sich dabei auf Angebote für …;['Digitale Plattformen', 'Webanwendungen'];['Flucht & Migration', 'Inklusion & Teilhabe'];In Betrieb;OK Lab Berlin, Code for Germany;http://www.refugeeswork.com/, https://github.com/refugeeswork/organization, https://youtu.be/5v-xx_7MIH0;https://codefor.de/projekte/be-drl-refugeeworks/;CC-BY 4.0;https://codefor.de
Regionales Starter-Kit: KI-gestützte Recherche-App für die Gründungsinfrastruktur junger Unternehmen in ländl. Regionen;Ziel der Idee ist es, jungen Unternehmen die Erschließung der Ressourcen einer definierten Region in kurzer Zeit durch eine Mensch-Maschine-Interaktion zu ermöglichen. Dabei soll mithilfe einer KI untersucht werden,welche Aspekte von ländlichem Suchverhalten automatisierbar sind.;['Datenreporting', 'Künstliche Intelligenz', 'Webanwendungen', 'Öffentliche Daten'];['Anti Dismkriminierung', 'Arbeit & Soziales', 'Stadtentwicklung'];In Betrieb;Civic Coding;https://www.working-evolutions.de/kontakt;https://www.civic-coding.de/community/projekt/regionales-starter-kit-ki-gestutzte-recherche-app-fur-die-grundungsinfrastruktur-junger-unternehmen-in-laendl-regionen/493;CC-BY-NC-ND 4.0;https://www.civic-coding.de
Regle Deinen Kram – Mit aktiver Vorsorge vorausschauend und verantwortungsbewusst handeln!;Mit Regle Deinen Kram möchten wir Menschen motivieren, durch das Ordnen von Papierkram Vorsorge-Themen selbstbestimmt anzugehen. Wir bieten Hilfe beim Strukturieren, Informieren und Loslegen - digital, leicht verständlich und handlungsorientiert!;['Digitale Plattformen', 'Wissensorganisation'];['Inklusion & Teilhabe', 'Organisation & Professionalisierung', 'Soziale Dienste'];In Betrieb;;;https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/regle-deinen-kram-mit-aktiver-vorsorge-vorausschauend-und-verantwortungsbewusst-handeln/538;CC-BY-NC-ND 4.0;https://www.civic-coding.de
Reimagine Spaces;Wir finden durch Geodatenanalyse gelungene Beispiele für barrierefreie und nachhaltige Orte. Dann trainieren wir eine KI, diese Lösungen mit dem aktuellen Zustand des zu gestaltenden städtischen Raums zu vergleichen und die besten Optionen aufzuzeigen.;['Datenanalyse', 'Künstliche Intelligenz', 'Öffentliche Daten'];['Inklusion & Teilhabe', 'Klima & Umwelt', 'Stadtentwicklung'];In Betrieb;Civic Coding;https://www.civic-coding.de/community/projekt/reimagine-spaces/989;https://www.civic-coding.de/community/projekt/reimagine-spaces/989;CC-BY-NC-ND 4.0;https://www.civic-coding.de
Relaunch der Civic Data Plattform Leerstandsmelder.de;Auf Leerstandsmelder.de können Bürgerinnen und Bürger leerstehenden Wohnraum eintragen, um Daten über teilweise illegalerweise nicht zur Nutzung freigegebenen Wohnraum zu sammeln – eine wichtige Grundlage für zivilgesellschaftliches Engagement im Bereich Wohnen. Das Civic Data Lab (CDL) unterstützte die letzten Schritte des Relaunches, mit dem das ehrenamtliche Team die Plattform auf neusten Stand brachte und die Bereitstellung von Daten für weitere Anwendungen ermöglichte.;['Datenreporting', 'Digitale Plattformen', 'Open-Source-Software', 'Öffentliche Daten'];['Inklusion & Teilhabe', 'Stadtentwicklung'];In Betrieb;Civic Coding;http://www.leerstandsmelder.de/;https://www.civic-coding.de/ueber-civic-coding/projektlandkarte/projekt/relaunch-der-civic-data-plattform-leerstandsmelderde/85;CC-BY-NC-ND 4.0;https://www.civic-coding.de
RentenNavi;Immer mehr Menschen erreichen das Renteneintrittsalter. Diejenigen mit Sprachproblemen haben es besonders schwer einen Überblick über das Thema zu gewinnen und die erforderlichen Unterlagen korrekt auszufüllen. Ein KI-Assistent in einfacher Sprache kann hier unterstützend wirken.;[];['Inklusion & Teilhabe'];In Betrieb;Civic Coding;https://www.civic-coding.de/community/projekt/rentennavi/968;https://www.civic-coding.de/community/projekt/rentennavi/968;CC-BY-NC-ND 4.0;https://www.civic-coding.de
Repair Café - Anmeldung;Gemeinsam reparieren vermittelt Kenntnisse und erzeugt für Reparierende und Reparatursuchende ein gutes Gefühl weil man etwas retten kann. Mit einer intensiven Anamnese steigen die Reparaturchancen und verbessert das Reparaturerlebnis. Dazu kann KI helfen.;['Fortbildung'];['Demokratie & Soziale Rechte', 'Inklusion & Teilhabe', 'Klima & Umwelt'];Unbekannt;Civic Coding;https://www.civic-coding.de/community/projekt/repair-cafe-anmeldung/1429;https://www.civic-coding.de/community/projekt/repair-cafe-anmeldung/1429;CC-BY-NC-ND 4.0;https://www.civic-coding.de
Reporting issues in public space;Die Anwendung kann beispielsweise genutzt werden, um Abfälle, Wartungsprobleme oder gefährliche Straßensituationen an die Stadtverwaltung zu melden. Während Nutzer zuvor die Kategorie und damit die Zuständigkeit selbst auswählen mussten, wurde dieser Prozess nun mithilfe von NLP automatisiert, um Fehlkategorisierungen durch Nutzer zu verhindern und die Behebung der jeweiligen Situation zu beschleunigen.;['Automatisierung', 'Bildverarbeitung', 'Datenanalyse', 'Datenreporting', 'Sprachtechnologie', 'Webanwendungen'];['Arbeit & Soziales', 'Bildung', 'Gesundheit', 'Klima & Umwelt', 'Soziale Dienste', 'Stadtentwicklung'];Unbekannt;Stadt Amsterdam;https://algoritmeregister.amsterdam.nl/en/reporting-issues-in-public-space/;https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx;CC-BY 4.0;https://publicinterest.ai/
Resonance Spaces;Resonance Spaces trainiert Menschen mittels KI in empathischer Kommunikation und Konfliktbewältigung. Unser Prototyp stärkt demokratische Teilhabe und macht Diskurse resilienter – für eine digitale Welt, in der auch Zuhören zählt.;['Datenanalyse', 'Datenreporting', 'Digitale Plattformen', 'Fortbildung', 'Künstliche Intelligenz', 'Open-Source-Software', 'Sprachtechnologie'];['Arbeit & Soziales', 'Bildung', 'Demokratie & Soziale Rechte', 'Gesundheit', 'Inklusion & Teilhabe', 'Klima & Umwelt', 'Soziale Dienste'];Unbekannt;Civic Coding;https://www.civic-coding.de/community/projekt/resonance-spaces/1416;https://www.civic-coding.de/community/projekt/resonance-spaces/1416;CC-BY-NC-ND 4.0;https://www.civic-coding.de
Respeak – Powerful Dialogs for Better Relationships;Weniger Fragen, mehr Antworten – unsere KI „Respeak“ nutzt kraftvolle Dialoge für eine bessere und nachhaltige Beziehungsentwicklung in einer digitalen Welt.;['Datenanalyse', 'Künstliche Intelligenz'];['Arbeit & Soziales', 'Bildung'];In Betrieb;Civic Coding;https://www.civic-coding.de/community/projekt/respeak-powerful-dialogs-for-better-relationships/537;https://www.civic-coding.de/community/projekt/respeak-powerful-dialogs-for-better-relationships/537;CC-BY-NC-ND 4.0;https://www.civic-coding.de
Right-Hear;Right-Hear ist eine digitale Plattform, die Veranstaltungsorte für Blinde und Sehbehinderte zugänglicher macht und ihnen mehr Unabhängigkeit bietet.;['Digitale Plattformen', 'Webanwendungen'];['Inklusion & Teilhabe'];In Betrieb;Right-Hear;;https://publicinterest.ai/tool/map/project/right-hear;CC-BY 4.0;https://publicinterest.ai/
Right-hear;Unser Unternehmen hilft dabei, Veranstaltungsorte für Blinde und Sehbehinderte zugänglicher zu machen, indem wir ihnen mehr Unabhängigkeit ermöglichen.;[];[];Unbekannt;Right-Hear;https://www.right-hear.com/;https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx;CC-BY 4.0;https://publicinterest.ai/
Robbenblick;Die Robbenarten der Ostsee stehen unter strengem Schutz. Ihre Populationen sind wichtige Indikatoren für den Zustand mariner Ökosysteme. Die manuelle Überwachung der Robbenbestände ist derzeit sehr aufwendig. Mithilfe von KI möchte das Projektteam die Zählung und Überwachung dieser Arten verbessern. Somit kann schneller auf kritische Veränderungen reagiert und zur langfristigen Stabilität des Ökosystems Ostsee und zum marinen Naturschutz beigetragen werden.;['Datenanalyse', 'Künstliche Intelligenz', 'Open-Source-Software'];['Demokratie & Soziale Rechte', 'Klima & Umwelt'];In Betrieb;Civic Coding;https://www.ki-ideenwerkstatt.de/robbenblick/;https://www.civic-coding.de/ueber-civic-coding/projektlandkarte/projekt/robbenblick/75;CC-BY-NC-ND 4.0;https://www.civic-coding.de
